tag,step,wall_time,value
test_acc,1,1767805701.2947292,11.1899995803833
test_acc,1,1767848037.4992964,11.139999389648438
test_acc,2,1767805737.3137627,18.53999900817871
test_acc,2,1767848073.7926915,18.229999542236328
test_acc,3,1767805773.2630916,22.69999885559082
test_acc,3,1767848110.1977983,23.119998931884766
test_acc,4,1767805809.1452107,29.25
test_acc,4,1767848146.617159,34.47999954223633
test_acc,5,1767805845.112694,37.790000915527344
test_acc,5,1767848183.0354357,37.099998474121094
test_acc,6,1767805881.03911,39.099998474121094
test_acc,6,1767848219.491941,42.52000045776367
test_acc,7,1767805917.162869,41.959999084472656
test_acc,7,1767848255.923156,43.52000045776367
test_acc,8,1767805953.267555,45.98999786376953
test_acc,8,1767848292.3689337,45.13999938964844
test_acc,9,1767805989.3002791,49.09000015258789
test_acc,9,1767848328.7614357,44.09000015258789
test_acc,10,1767806025.3231938,49.66999816894531
test_acc,10,1767848365.1226816,48.369998931884766
test_acc,11,1767806061.4386756,48.54999923706055
test_acc,11,1767848401.526352,46.37999725341797
test_acc,12,1767806097.5940228,48.79999923706055
test_acc,12,1767848437.9501405,49.39999771118164
test_acc,13,1767806133.6809149,51.84000015258789
test_acc,13,1767848474.3501685,41.779998779296875
test_acc,14,1767806169.759944,51.43000030517578
test_acc,14,1767848510.6834686,53.97999954223633
test_acc,15,1767806205.7915123,48.73999786376953
test_acc,15,1767848547.1433458,52.02000045776367
test_acc,16,1767806241.718232,51.71999740600586
test_acc,16,1767848583.62203,53.72999954223633
test_acc,17,1767806277.9002628,53.28999710083008
test_acc,17,1767848620.0938609,51.11000061035156
test_acc,18,1767806313.9183428,49.34000015258789
test_acc,18,1767848656.5936391,50.81999969482422
test_acc,19,1767806349.995153,51.94999694824219
test_acc,19,1767848693.0524747,55.18000030517578
test_acc,20,1767806385.917201,51.47999954223633
test_acc,20,1767848729.4154966,54.52000045776367
test_acc,21,1767806422.0330243,54.63999938964844
test_acc,21,1767848765.9082844,53.119998931884766
test_acc,22,1767806458.2275681,55.5099983215332
test_acc,22,1767848802.3244054,56.32999801635742
test_acc,23,1767806494.3304405,52.23999786376953
test_acc,23,1767848838.814669,56.189998626708984
test_acc,24,1767806530.3031065,51.369998931884766
test_acc,24,1767848875.2306626,52.97999954223633
test_acc,25,1767806566.4478214,56.81999969482422
test_acc,25,1767848911.782266,53.0099983215332
test_acc,26,1767806602.505567,55.71999740600586
test_acc,26,1767848948.208724,52.52000045776367
test_acc,27,1767806638.6017554,51.79999923706055
test_acc,27,1767848984.656007,52.19999694824219
test_acc,28,1767806674.5734587,55.189998626708984
test_acc,28,1767849021.1370323,51.96999740600586
test_acc,29,1767806710.7042985,53.0
test_acc,29,1767849057.4811778,53.8599967956543
test_acc,30,1767806746.8759072,54.8599967956543
test_acc,30,1767849093.9496477,53.7599983215332
test_acc,31,1767806782.7540474,53.369998931884766
test_acc,31,1767849130.3867285,51.619998931884766
test_acc,32,1767806818.769976,52.18000030517578
test_acc,32,1767849166.7226887,51.52000045776367
test_acc,33,1767806854.5926876,52.34000015258789
test_acc,33,1767849203.104978,54.09000015258789
test_acc,34,1767806890.50256,52.63999938964844
test_acc,34,1767849239.4890468,56.73999786376953
test_acc,35,1767806926.4091306,54.06999969482422
test_acc,35,1767849276.144649,55.03999710083008
test_acc,36,1767806962.2185493,52.78999710083008
test_acc,36,1767849312.5591233,53.7599983215332
test_acc,37,1767806998.2559092,55.25
test_acc,37,1767849348.9789257,54.689998626708984
test_acc,38,1767807034.4296286,53.72999954223633
test_acc,38,1767849385.406149,53.65999984741211
test_acc,39,1767807070.5993237,52.44999694824219
test_acc,39,1767849421.7676456,56.31999969482422
test_acc,40,1767807106.5410452,57.849998474121094
test_acc,40,1767849458.0562181,51.349998474121094
test_acc,41,1767807142.6211302,52.75
test_acc,41,1767849494.539822,55.689998626708984
test_acc,42,1767807178.6566792,55.029998779296875
test_acc,42,1767849531.0585048,54.82999801635742
test_acc,43,1767807214.5178287,58.23999786376953
test_acc,43,1767849567.420644,53.0
test_acc,44,1767807250.4567914,46.75
test_acc,44,1767849603.9665077,51.709999084472656
test_acc,45,1767807286.3725586,56.46999740600586
test_acc,45,1767849640.4031663,56.94999694824219
test_acc,46,1767807322.2575295,56.369998931884766
test_acc,46,1767849676.7939289,53.16999816894531
test_acc,47,1767807358.2189991,49.13999938964844
test_acc,47,1767849713.210635,57.06999969482422
test_acc,48,1767807394.3276846,56.84000015258789
test_acc,48,1767849749.6382935,49.79999923706055
test_acc,49,1767807430.4765937,53.13999938964844
test_acc,49,1767849786.104109,56.94999694824219
test_acc,50,1767807466.7648203,52.869998931884766
test_acc,50,1767849822.5749626,56.02000045776367
test_acc,51,1767807503.131789,55.28999710083008
test_acc,51,1767849859.037199,54.44999694824219
