tag,step,wall_time,value
test_acc,1,1764608228.3674133,14.079999923706055
test_acc,2,1764608261.4228413,24.579999923706055
test_acc,3,1764608294.4688296,34.56999969482422
test_acc,4,1764608327.5450885,33.93000030517578
test_acc,5,1764608360.600351,40.11000061035156
test_acc,6,1764608393.6823092,48.61000061035156
test_acc,7,1764608426.7733476,44.59000015258789
test_acc,8,1764608459.8716989,48.7599983215332
test_acc,9,1764608493.0179183,52.29999923706055
test_acc,10,1764608526.1151977,54.6099967956543
test_acc,11,1764608559.266231,54.959999084472656
test_acc,12,1764608592.4220223,57.39999771118164
test_acc,13,1764608625.5062234,57.75
test_acc,14,1764608658.6592548,55.849998474121094
test_acc,15,1764608691.8133602,57.849998474121094
test_acc,16,1764608724.988389,60.21999740600586
test_acc,17,1764608758.117017,57.48999786376953
test_acc,18,1764608791.2353878,56.97999954223633
test_acc,19,1764608824.359059,58.34000015258789
test_acc,20,1764608857.5039458,55.98999786376953
test_acc,21,1764608890.7914407,57.13999938964844
test_acc,22,1764608923.9123068,60.25
test_acc,23,1764608957.0716145,58.23999786376953
test_acc,24,1764608990.1724703,60.62999725341797
test_acc,25,1764609023.3389418,58.13999938964844
test_acc,26,1764609056.4423788,57.18000030517578
test_acc,27,1764609089.5446973,59.519996643066406
test_acc,28,1764609122.6850457,58.13999938964844
test_acc,29,1764609155.7706387,57.21999740600586
test_acc,30,1764609188.8191645,59.28999710083008
test_acc,31,1764609221.8637028,58.59000015258789
test_acc,32,1764609254.9313047,58.29999923706055
test_acc,33,1764609287.9814665,63.89999771118164
test_acc,34,1764609321.0616276,58.459999084472656
test_acc,35,1764609354.1731942,59.94999694824219
test_acc,36,1764609387.246692,60.56999969482422
test_acc,37,1764609420.3119392,60.62999725341797
test_acc,38,1764609453.3783722,61.519996643066406
test_acc,39,1764609486.4711277,61.38999938964844
test_acc,40,1764609519.5725787,60.939998626708984
test_acc,41,1764609552.6488228,61.09000015258789
test_acc,42,1764609585.7045207,61.5099983215332
test_acc,43,1764609618.8916104,59.63999938964844
test_acc,44,1764609652.0550282,59.2599983215332
test_acc,45,1764609685.2895358,60.46999740600586
test_acc,46,1764609718.378129,62.94999694824219
test_acc,47,1764609751.4872775,60.80999755859375
test_acc,48,1764609784.5486546,59.19999694824219
test_acc,49,1764609817.5849717,60.189998626708984
test_acc,50,1764609850.6303658,61.87999725341797
test_acc,51,1764609883.6632626,61.65999984741211
test_acc,52,1764609916.7555091,59.06999969482422
test_acc,53,1764609949.864698,62.23999786376953
test_acc,54,1764609982.9771225,60.98999786376953
test_acc,55,1764610016.073536,62.63999938964844
test_acc,56,1764610049.1323812,58.8599967956543
test_acc,57,1764610082.1939278,59.88999938964844
test_acc,58,1764610115.2906775,62.64999771118164
test_acc,59,1764610148.3173215,61.2599983215332
test_acc,60,1764610181.3574007,62.55999755859375
test_acc,61,1764610214.4050305,60.48999786376953
test_acc,62,1764610247.4184132,63.71999740600586
test_acc,63,1764610280.5242405,63.15999984741211
test_acc,64,1764610313.5836883,61.48999786376953
test_acc,65,1764610346.64849,60.939998626708984
test_acc,66,1764610379.7288623,59.0099983215332
test_acc,67,1764610412.8263018,58.57999801635742
test_acc,68,1764610445.9296396,60.349998474121094
test_acc,69,1764610479.0103872,63.46999740600586
test_acc,70,1764610512.119,63.25
test_acc,71,1764610545.1766965,64.05999755859375
test_acc,72,1764610578.2923958,62.209999084472656
test_acc,73,1764610611.360084,62.709999084472656
